state_fips,state_name,state_abbrev.x,county_fips,county_name.x,fips,location,area_sqmi,total_pop,housing_units,num_households,poverty,unemployment,housing_cost_burden,no_highschool,uninsured,age_over_65,age_under_17,disabilities,single_parent,limited_english,minority,multi_unit_housing,mobile_homes,crowded_housing,no_vehicle,group_quarters,state_abbrev.y,state_desc,county_name.y,total_population,lack_insurence_prev,binge_drinking_prev,high_bp_prev,cancer_prev,adult_asthma_prev,heart_disease_prev,routine_physical_prev,copd_prev,smoking_prev,diabetes_prev,high_chol_prev,physical_activity_prev,adult_obesity_prev,poor_sleep_prev,stroke_prev,geolocation
51,Virginia,VA,51177,Spotsylvania County,51177020105,Census Tract 201.05; Spotsylvania County; Virginia,16.878918430032,2436,842,790,94,14,44,55,129,418,735,206,27,0,243,0,22,0,0,0,VA,Virginia,Spotsylvania,2284,9.7,16.8,32.6,6.4,8.7,4.9,75.3,5.3,14.5,8.9,33.4,18.5,33.2,32,2.3,POINT (-77.66407266 38.34218004)
51,Virginia,VA,51177,Spotsylvania County,51177020106,Census Tract 201.06; Spotsylvania County; Virginia,16.55074678801,8315,2917,2743,987,388,348,433,395,1557,2288,735,90,118,3369,41,0,57,42,4,VA,Virginia,Spotsylvania,5781,9.7,15.5,33.8,7.4,8.4,5.4,76.6,5.1,12.1,9.2,33.9,18.3,31.6,31,2.5,POINT (-77.58258695 38.31565771)
51,Virginia,VA,51177,Spotsylvania County,51177020107,Census Tract 201.07; Spotsylvania County; Virginia,0.979511044146,2191,761,757,192,27,48,85,192,233,565,195,9,22,780,0,75,27,0,0,VA,Virginia,Spotsylvania,1806,10.5,16.8,31.8,5.5,9.2,4.4,74.9,5,15.2,8.8,31.4,18.8,34.7,33.5,2.2,POINT (-77.50288471 38.27365996)
51,Virginia,VA,51177,Spotsylvania County,51177020108,Census Tract 201.08; Spotsylvania County; Virginia,1.972130251192,4448,1718,1690,942,88,600,366,349,758,993,556,169,105,2291,213,0,33,108,147,VA,Virginia,Spotsylvania,4096,16.4,14.6,36.2,6.7,9.8,6.4,76,7.2,17.7,11.3,32.3,26.4,35.4,34.6,3.5,POINT (-77.52184902 38.28114942)
51,Virginia,VA,51177,Spotsylvania County,51177020109,Census Tract 201.09; Spotsylvania County; Virginia,1.357190615118,4122,1518,1436,293,148,302,377,512,825,697,623,116,72,1142,345,16,28,110,155,VA,Virginia,Spotsylvania,3691,13.8,14,38.5,8.4,8.9,7.3,77.5,7,14.8,11.4,35,24.2,33.4,32.5,3.6,POINT (-77.54329968 38.2814643)
51,Virginia,VA,51177,Spotsylvania County,51177020110,Census Tract 201.10; Spotsylvania County; Virginia,0.988519189908,4234,1272,1262,1108,159,305,320,839,481,1233,477,75,373,1756,166,398,80,39,13,VA,Virginia,Spotsylvania,3721,13.8,17.2,31,5,9.5,4.5,73.7,5.4,17.2,8.9,29.2,22.1,36,35.3,2.3,POINT (-77.55824333 38.27523632)
51,Virginia,VA,51177,Spotsylvania County,51177020111,Census Tract 201.11; Spotsylvania County; Virginia,0.75268075237,2342,683,683,321,41,157,170,276,259,592,187,19,110,1209,0,0,0,10,0,VA,Virginia,Spotsylvania,2380,13.9,18,29.4,4.4,9.4,3.8,72.6,4.8,17.5,8.2,28,21.1,35.5,35.3,2.1,POINT (-77.57773297 38.28352412)
51,Virginia,VA,51177,Spotsylvania County,51177020112,Census Tract 201.12; Spotsylvania County; Virginia,0.927018932838,3011,941,885,358,135,135,140,105,317,851,224,87,51,1320,0,0,25,20,0,VA,Virginia,Spotsylvania,2774,12.3,17.5,29.8,4.6,9.5,3.8,73.9,4.6,16.1,8.3,28.2,20,35.6,35.2,2.1,POINT (-77.58756192 38.27730665)
51,Virginia,VA,51177,Spotsylvania County,51177020113,Census Tract 201.13; Spotsylvania County; Virginia,8.496832041706,4225,1337,1337,388,106,244,207,337,677,1031,445,66,0,1028,0,58,36,6,9,VA,Virginia,Spotsylvania,4341,11.8,17.2,31.1,5.6,9.4,4.4,74.3,5.2,15.8,8.6,30.9,19.7,34.2,33.6,2.3,POINT (-77.61886585 38.25482209)
51,Virginia,VA,51177,Spotsylvania County,51177020114,Census Tract 201.14; Spotsylvania County; Virginia,1.593122103238,5895,2034,1991,651,121,392,134,412,713,1851,629,84,67,2445,15,0,9,14,0,VA,Virginia,Spotsylvania,5770,12.7,16.6,30.5,5,9.4,4,74.5,4.7,15.8,8.5,28.4,20.5,35.4,35.2,2.2,POINT (-77.57187305 38.26316295)
51,Virginia,VA,51177,Spotsylvania County,51177020201,Census Tract 202.01; Spotsylvania County; Virginia,7.023468740216,7812,2951,2842,1126,194,323,504,161,693,2126,467,156,101,2744,78,63,15,146,8,VA,Virginia,Spotsylvania,5843,13.6,17.1,31.2,5,9.6,4.3,73.7,5.3,17.3,8.7,29,21.2,36,35.1,2.3,POINT (-77.42307777 38.24921478)
51,Virginia,VA,51177,Spotsylvania County,51177020202,Census Tract 202.02; Spotsylvania County; Virginia,4.833875803972,4730,2188,2050,698,115,665,475,772,722,893,458,86,271,2288,0,36,0,79,0,VA,Virginia,Spotsylvania,4981,13.3,15.7,34.6,6.4,9.4,5.5,75.3,6.3,16.8,10.1,32.6,22.5,35.2,33.8,2.8,POINT (-77.46968419 38.25894146)
51,Virginia,VA,51177,Spotsylvania County,51177020203,Census Tract 202.03; Spotsylvania County; Virginia,2.931906849914,4949,1785,1785,644,111,274,118,247,499,1160,428,74,0,2338,31,90,80,65,0,VA,Virginia,Spotsylvania,4844,10.7,16.8,30.2,4.8,9.4,3.7,74.8,4.3,14.5,8.3,28.2,18.7,35.4,34.8,2.1,POINT (-77.45766553 38.2364639)
51,Virginia,VA,51177,Spotsylvania County,51177020204,Census Tract 202.04; Spotsylvania County; Virginia,2.173372791224,4486,1765,1744,722,77,328,305,179,862,884,448,37,180,1394,9,188,31,47,0,VA,Virginia,Spotsylvania,3963,10.1,15.9,32.6,6.5,9,4.9,76,5,13,9.1,31.8,18.5,33.3,32.2,2.4,POINT (-77.487026 38.23590997)
51,Virginia,VA,51177,Spotsylvania County,51177020206,Census Tract 202.06; Spotsylvania County; Virginia,19.667337421482,4555,2005,1963,430,235,403,138,188,472,923,625,235,23,1738,831,10,84,101,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51177,Spotsylvania County,51177020207,Census Tract 202.07; Spotsylvania County; Virginia,1.9747958993999999,1779,488,488,290,109,185,31,26,127,586,63,4,24,559,0,0,7,52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51177,Spotsylvania County,51177020304,Census Tract 203.04; Spotsylvania County; Virginia,2.928939656044,4826,1958,1900,293,105,465,240,325,884,1122,418,47,83,1636,264,0,23,84,0,VA,Virginia,Spotsylvania,4180,12.2,15.9,33.5,6.6,9,5.3,75.5,5.6,15,9.5,32,21.2,33.7,33.1,2.7,POINT (-77.51905854 38.25901589)
51,Virginia,VA,51177,Spotsylvania County,51177020305,Census Tract 203.05; Spotsylvania County; Virginia,1.502288518922,3344,1562,1343,603,57,377,215,336,341,752,496,189,37,1289,579,0,35,43,0,VA,Virginia,Spotsylvania,3266,15.7,17.2,30.2,4.4,10,4.3,72.8,5.6,18.9,8.8,27.7,23.6,36.3,36,2.4,POINT (-77.51093915 38.2417728)
51,Virginia,VA,51177,Spotsylvania County,51177020307,Census Tract 203.07; Spotsylvania County; Virginia,1.525539581362,3267,1207,1157,360,108,379,380,473,365,762,244,75,97,1631,34,54,43,15,0,VA,Virginia,Spotsylvania,3580,15,16.6,31.9,4.6,9.6,4.2,74,5.3,17.6,9.5,29.3,22.9,37,36.1,2.4,POINT (-77.54329914 38.25666058)
51,Virginia,VA,51177,Spotsylvania County,51177020308,Census Tract 203.08; Spotsylvania County; Virginia,1.633690998684,3581,1189,1165,737,53,314,221,301,395,840,582,29,64,1217,0,0,0,36,0,VA,Virginia,Spotsylvania,3756,11.2,17.5,29.6,5.1,9.1,3.9,73.9,4.5,14.8,8,29.3,18.6,34,33.7,2,POINT (-77.55489188 38.24791949)
51,Virginia,VA,51177,Spotsylvania County,51177020309,Census Tract 203.09; Spotsylvania County; Virginia,2.022215788734,5545,2220,2078,535,75,403,355,315,573,1207,472,186,9,2390,372,0,11,81,0,VA,Virginia,Spotsylvania,5649,11.1,18.1,28.5,4.7,9.3,3.6,73.5,4.2,14.7,7.6,28,18.3,34.2,34.1,1.9,POINT (-77.54134952 38.23072045)
51,Virginia,VA,51177,Spotsylvania County,51177020311,Census Tract 203.11; Spotsylvania County; Virginia,33.767338830284,6568,2264,2142,1931,506,750,520,809,994,1646,883,74,83,2207,229,52,112,116,3,VA,Virginia,Spotsylvania,5043,13.4,15.8,36.4,6.3,9.8,5.8,75.6,6.9,18.9,11,33.5,23.9,36.6,35.3,3.1,POINT (-77.5676666 38.14917833)
51,Virginia,VA,51177,Spotsylvania County,51177020312,Census Tract 203.12; Spotsylvania County; Virginia,2.353724896444,6060,2341,2308,496,181,511,304,105,1452,1444,806,119,73,2864,0,0,26,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51177,Spotsylvania County,51177020313,Census Tract 203.13; Spotsylvania County; Virginia,1.136487762082,597,475,363,230,96,196,18,0,55,88,57,6,0,367,325,0,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51177,Spotsylvania County,51177020314,Census Tract 203.14; Spotsylvania County; Virginia,1.892631849392,1477,495,474,39,32,52,220,127,88,383,103,33,0,896,28,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51177,Spotsylvania County,51177020315,Census Tract 203.15; Spotsylvania County; Virginia,8.783350999968,412,194,194,0,39,12,21,6,98,55,31,0,0,214,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51177,Spotsylvania County,51177020316,Census Tract 203.16; Spotsylvania County; Virginia,9.773905333518,5608,1883,1810,178,129,271,167,251,591,1378,569,54,44,1892,144,0,6,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51177,Spotsylvania County,51177020403,Census Tract 204.03; Spotsylvania County; Virginia,43.119723482934,4318,1442,1327,500,198,256,386,479,530,1199,530,110,0,921,0,150,4,61,0,VA,Virginia,Spotsylvania,3785,14.5,16.6,34.8,5.7,9.9,5.6,73.6,7.3,21.6,10.3,32.9,25,36.5,35.5,2.9,POINT (-77.61921185 38.0914363)
51,Virginia,VA,51177,Spotsylvania County,51177020404,Census Tract 204.04; Spotsylvania County; Virginia,49.874024302666,3923,1767,1403,847,89,350,292,359,626,929,570,70,23,1227,8,225,46,47,40,VA,Virginia,Spotsylvania,3426,13.3,15.4,38.2,6.5,10,6.6,75.7,8.1,20.8,11.9,34.8,25.4,37.9,35.2,3.4,POINT (-77.70737156 38.06940743)
51,Virginia,VA,51177,Spotsylvania County,51177020405,Census Tract 204.05; Spotsylvania County; Virginia,41.39549349576,3483,1905,1363,615,99,339,293,188,1119,478,793,10,10,256,0,173,0,33,0,VA,Virginia,Spotsylvania,3443,11.9,15.2,38.6,7.3,9.4,6.7,76.5,7.5,18.1,11.6,36.4,23,36.1,33.8,3.2,POINT (-77.84959242 38.1473096)
51,Virginia,VA,51177,Spotsylvania County,51177020406,Census Tract 204.06; Spotsylvania County; Virginia,42.127310454356,3346,1366,1228,728,167,333,356,323,503,761,479,53,0,478,0,195,11,36,0,VA,Virginia,Spotsylvania,3470,13.4,16.9,34.5,5.9,9.7,5.5,73.9,7,20.6,10,32.7,23.7,36.4,35.1,2.8,POINT (-77.72456055 38.17135904)
51,Virginia,VA,51177,Spotsylvania County,51177020407,Census Tract 204.07; Spotsylvania County; Virginia,48.603765325052,6676,2318,2161,405,73,240,310,471,1242,1673,649,23,32,1395,0,54,54,20,0,VA,Virginia,Spotsylvania,5071,9.8,15.7,34.8,7,8.9,5.5,76.4,5.7,14.1,9.7,34.4,19,33.4,31.8,2.6,POINT (-77.7331424 38.24029203)
51,Virginia,VA,51177,Spotsylvania County,51177020408,Census Tract 204.08; Spotsylvania County; Virginia,3.464637648148,3181,1052,1030,93,73,141,136,189,453,838,198,54,14,681,0,0,31,18,0,VA,Virginia,Spotsylvania,2795,10.8,18.8,28,5,9,3.8,72.8,4.4,15.2,7.3,28.7,17.9,33.4,33.5,1.9,POINT (-77.72532219 38.30835696)
51,Virginia,VA,51179,Stafford County,51179010103,Census Tract 101.03; Stafford County; Virginia,1.957881929086,4817,1960,1756,606,97,323,143,138,437,1279,701,117,22,2624,584,0,108,54,0,VA,Virginia,Stafford,3532,10,18.6,28.5,5.4,8.7,4.2,72.5,4.2,13.2,8.1,30.8,17.6,34.5,34.6,1.9,POINT (-77.39234528 38.45858029)
51,Virginia,VA,51179,Stafford County,51179010105,Census Tract 101.05; Stafford County; Virginia,5.895416148528,8933,2629,2478,191,127,174,415,805,1029,2587,605,58,154,4988,0,0,0,0,0,VA,Virginia,Stafford,6783,11.3,17.9,29.9,4.8,9.1,3.9,72.7,4.4,15.9,8.8,30.3,20.2,37.7,37.4,2,POINT (-77.38303179 38.42390945)
51,Virginia,VA,51179,Stafford County,51179010106,Census Tract 101.06; Stafford County; Virginia,23.665534056654,3758,1403,1280,144,35,123,134,345,432,740,247,65,38,976,276,0,16,16,98,VA,Virginia,Stafford,2890,10.6,17.3,33.1,6.1,8.9,5.1,73.9,5.3,15.7,9.9,33.9,20.4,37,36,2.5,POINT (-77.36872243 38.37909437)
51,Virginia,VA,51179,Stafford County,51179010107,Census Tract 101.07; Stafford County; Virginia,12.500519047318,3942,1244,1198,548,27,206,202,474,358,1145,241,10,82,1791,0,20,16,26,0,VA,Virginia,Stafford,3265,10.1,18.4,30.4,5.6,8.9,4.6,72.5,5,15.5,8.8,32.8,19,36,35.4,2.2,POINT (-77.34476832 38.45296291)
51,Virginia,VA,51179,Stafford County,51179010108,Census Tract 101.08; Stafford County; Virginia,2.835055865928,6235,1903,1859,330,142,201,417,349,624,1513,490,106,0,3486,0,121,21,22,0,VA,Virginia,Stafford,5686,11,18.4,28.9,4.8,8.9,3.8,72.3,4.1,15,8.4,30.1,19,37,37,1.9,POINT (-77.37570423 38.4831553)
51,Virginia,VA,51179,Stafford County,51179010201,Census Tract 102.01; Stafford County; Virginia,50.363950674874,1936,8,8,42,0,8,0,17,0,25,8,8,27,567,0,0,8,0,1894,VA,Virginia,Stafford,1974,20.7,24.2,21.1,1,9.8,2.3,63.4,5.1,27.3,4.1,15.1,29,39.9,40.1,1.3,POINT (-77.4503452 38.52878778)
51,Virginia,VA,51179,Stafford County,51179010202,Census Tract 102.02; Stafford County; Virginia,12.365669835002,7307,2463,2317,466,112,348,503,736,808,2223,684,29,114,1906,0,0,0,46,0,VA,Virginia,Stafford,5959,10.5,18.6,30.6,5.5,9,4.7,72.1,5.3,16.9,9,32.9,20.1,36.9,36,2.2,POINT (-77.54151082999999 38.49490532)
51,Virginia,VA,51179,Stafford County,51179010205,Census Tract 102.05; Stafford County; Virginia,3.478731529454,6748,1956,1915,400,262,136,285,360,471,1759,439,103,213,2954,0,12,12,34,17,VA,Virginia,Stafford,6770,10.5,19,28.1,4.6,8.9,3.6,72.1,4,14.7,8.2,30,18.3,36.6,36.6,1.8,POINT (-77.48825038 38.46797943)
51,Virginia,VA,51179,Stafford County,51179010206,Census Tract 102.06; Stafford County; Virginia,2.925577093726,5728,1778,1741,621,101,507,330,694,370,1706,387,79,119,3466,45,0,29,44,0,VA,Virginia,Stafford,5208,12.5,18.7,28.4,4.3,9.1,3.6,71.8,4.1,15.9,8.5,28.9,20.3,37.5,37.9,1.9,POINT (-77.45334363 38.48063878)
51,Virginia,VA,51179,Stafford County,51179010210,Census Tract 102.10; Stafford County; Virginia,4.765409494618,9816,3376,3240,227,113,296,278,721,453,2887,799,186,162,6036,290,84,39,25,0,VA,Virginia,Stafford,6681,11.1,19.3,25.8,3.7,9.1,2.8,71.4,3.3,14.4,7.2,26.4,18,36.7,37.7,1.6,POINT (-77.42659975 38.4389554)
51,Virginia,VA,51179,Stafford County,51179010211,Census Tract 102.11; Stafford County; Virginia,1.11834830402,4715,1531,1445,715,54,490,324,349,315,1297,191,276,231,3225,474,4,113,17,0,VA,Virginia,Stafford,4245,12.3,18.6,26.9,3.8,9.5,3.1,71.7,3.8,15.4,8,27.2,20,38,37.8,1.8,POINT (-77.41412108 38.45776911)
51,Virginia,VA,51179,Stafford County,51179010212,Census Tract 102.12; Stafford County; Virginia,1.167265110808,3866,1408,1281,366,61,204,213,140,261,929,315,29,139,2105,116,13,75,59,0,VA,Virginia,Stafford,4680,10.4,19.1,26.1,4.1,8.9,3.1,71.7,3.4,13.3,7.4,27.9,17.4,35.7,36.2,1.6,POINT (-77.42756115 38.4666031)
51,Virginia,VA,51179,Stafford County,51179010213,Census Tract 102.13; Stafford County; Virginia,0.669446041516,2656,736,720,13,35,17,35,112,261,875,156,31,4,1164,0,0,4,0,0,VA,Virginia,Stafford,2581,8.5,18.9,26.9,4.4,8.7,3.1,72.6,3.3,12.6,7.5,29.4,16,35.5,35.9,1.6,POINT (-77.44518682 38.45643022)
51,Virginia,VA,51179,Stafford County,51179010214,Census Tract 102.14; Stafford County; Virginia,1.019368353606,4197,1309,1170,590,192,207,95,352,345,1076,296,14,95,1803,0,0,53,47,11,VA,Virginia,Stafford,3756,12.2,18.8,28.3,4.3,9.3,3.5,71.8,4.2,16.7,8.3,28.8,20.4,37.8,38.1,1.9,POINT (-77.44984053 38.4661066)
51,Virginia,VA,51179,Stafford County,51179010215,Census Tract 102.15; Stafford County; Virginia,1.038990443348,2261,686,686,619,126,279,114,444,93,668,63,210,0,1535,157,0,42,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51179,Stafford County,51179010216,Census Tract 102.16; Stafford County; Virginia,1.91731882517,7888,2771,2694,2104,49,619,1466,1200,642,2297,624,202,1259,5966,272,642,323,37,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51179,Stafford County,51179010217,Census Tract 102.17; Stafford County; Virginia,10.745165764026,5424,1643,1594,420,115,126,112,158,575,1681,362,14,38,1476,68,12,0,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51179,Stafford County,51179010218,Census Tract 102.18; Stafford County; Virginia,11.080074885948,4393,1093,1009,58,39,137,228,287,302,986,320,54,177,1786,0,57,16,10,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51179,Stafford County,51179010219,Census Tract 102.19; Stafford County; Virginia,0.742414686292,1414,426,426,12,40,7,20,13,104,352,149,3,0,636,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51179,Stafford County,51179010301,Census Tract 103.01; Stafford County; Virginia,25.356525680954,4975,1549,1515,365,140,93,150,208,625,1314,427,30,13,1110,0,16,0,8,7,VA,Virginia,Stafford,3786,10.7,17.9,31.9,6,9,5,73.1,5.4,16.3,9.4,33.7,20.3,36.4,35.7,2.4,POINT (-77.58244211 38.44386742)
51,Virginia,VA,51179,Stafford County,51179010304,Census Tract 103.04; Stafford County; Virginia,7.140687376906,6231,2967,2704,778,99,550,351,506,1374,903,786,188,121,2896,187,18,0,32,0,VA,Virginia,Stafford,5297,12.1,15.8,34.7,7.4,9,6.2,75.3,5.9,14.2,10.7,34.5,21.5,35.5,34.8,2.8,POINT (-77.47626363 38.35765829)
51,Virginia,VA,51179,Stafford County,51179010305,Census Tract 103.05; Stafford County; Virginia,12.831356337548,6814,2318,2160,906,110,565,246,174,850,1853,799,171,98,2548,390,15,41,173,44,VA,Virginia,Stafford,5674,11.1,17.7,29.6,4.9,9.4,3.9,73.2,4.4,15.2,8.7,30.1,19.9,37,37.2,2.1,POINT (-77.51319197 38.39672874)
51,Virginia,VA,51179,Stafford County,51179010306,Census Tract 103.06; Stafford County; Virginia,1.403511272058,2555,965,872,426,10,381,86,97,251,746,130,101,156,1935,23,83,51,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51179,Stafford County,51179010307,Census Tract 103.07; Stafford County; Virginia,11.545068721506,7570,3043,3043,328,212,522,120,109,1508,1448,672,154,57,2756,339,119,63,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51179,Stafford County,51179010308,Census Tract 103.08; Stafford County; Virginia,14.968374150554,2861,971,962,173,82,304,96,171,459,600,338,42,58,663,45,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Virginia,VA,51179,Stafford County,51179010403,Census Tract 104.03; Stafford County; Virginia,6.075345085956,3647,1297,1211,329,37,241,73,167,374,849,260,30,81,1151,0,0,0,10,10,VA,Virginia,Stafford,2877,10.8,18.3,30.3,5.5,8.9,4.6,72.3,5,16.3,8.8,31.9,20.1,36.2,35.8,2.2,POINT (-77.42878845 38.3526689)
51,Virginia,VA,51179,Stafford County,51179010404,Census Tract 104.04; Stafford County; Virginia,2.9537088715479998,6828,2509,2412,365,330,267,77,289,956,1655,715,114,186,2938,0,0,31,17,0,VA,Virginia,Stafford,5894,10,18,29.9,5.8,8.7,4.4,73.1,4.4,13.8,8.4,31.7,18.3,35.1,35.1,2.1,POINT (-77.45059649 38.33413744)
51,Virginia,VA,51179,Stafford County,51179010405,Census Tract 104.05; Stafford County; Virginia,2.306025469262,7450,2376,2359,91,134,333,107,366,845,2489,568,398,143,1780,0,0,30,33,5,VA,Virginia,Stafford,6064,9.7,18,30.4,6,8.7,4.6,73.1,4.7,14.3,8.6,32.7,18.4,35.3,34.8,2.1,POINT (-77.42777967 38.31946653)
51,Virginia,VA,51179,Stafford County,51179010406,Census Tract 104.06; Stafford County; Virginia,2.511209724612,3637,1266,1223,522,57,163,66,195,356,1097,284,197,0,1257,0,0,46,8,7,VA,Virginia,Stafford,3144,10.8,18.5,29.3,5.5,8.9,4.3,72.4,4.6,15.4,8.3,30.9,19.4,35.7,35.9,2.1,POINT (-77.43902958 38.30710666)
51,Virginia,VA,51179,Stafford County,51179010502,Census Tract 105.02; Stafford County; Virginia,5.426818823004,4389,1645,1501,379,123,201,196,213,981,871,448,34,18,973,0,0,34,0,105,VA,Virginia,Stafford,4211,10.6,16.8,34.4,7.2,8.9,6.1,74.2,6.2,16,10.3,35.5,21.4,35.7,34.6,2.8,POINT (-77.42128631 38.2877889)
51,Virginia,VA,51179,Stafford County,51179010503,Census Tract 105.03; Stafford County; Virginia,12.458291071578,2610,981,845,275,42,174,144,298,510,686,298,21,11,538,0,38,3,34,8,VA,Virginia,Stafford,2078,9.5,16.8,34.8,7.2,8.9,6.1,74.5,6.3,16.1,10.5,36.7,20.6,36.2,34.5,2.7,POINT (-77.36800402 38.3270839)
51,Virginia,VA,51179,Stafford County,51179010504,Census Tract 105.04; Stafford County; Virginia,13.975829461194,2005,751,689,274,33,111,186,145,306,546,207,30,0,595,0,37,7,33,0,VA,Virginia,Stafford,1735,11.4,16.2,37,7.5,9.1,6.9,74.7,7.1,17.6,11.6,37.2,23.1,36.8,35.2,3.2,POINT (-77.3747299 38.27581197)
51,Virginia,VA,51181,Surry County,51181860100,Census Tract 8601; Surry County; Virginia,88.920415701228,3045,1760,1284,1013,99,347,238,309,651,579,472,146,4,1324,22,264,41,84,0,VA,Virginia,Surry,3407,15.2,13,45.5,6.8,11.2,8.1,80.3,9.2,22.1,16.6,35.2,29.8,42.3,39.3,4.9,POINT (-76.84388824 37.1649933)
51,Virginia,VA,51181,Surry County,51181860200,Census Tract 8602; Surry County; Virginia,190.028917097476,3501,1659,1461,403,103,209,377,144,921,528,650,23,10,1694,0,300,18,60,0,VA,Virginia,Surry,3651,14,14.1,42.3,6.7,10.4,6.7,79.7,7.3,19,14.2,34,26.1,39.3,38.2,3.9,POINT (-76.92683173 37.0823995)
51,Virginia,VA,51183,Sussex County,51183870100,Census Tract 8701; Sussex County; Virginia,164.296767066496,2678,1498,1133,753,22,238,318,148,584,496,463,123,0,1151,6,363,0,104,0,VA,Virginia,Sussex,2697,15.1,12.6,47.2,7.3,11,8,81.8,8.5,20.7,17.6,35.3,30,46.1,41.3,5.1,POINT (-77.421664 36.85811239)
51,Virginia,VA,51183,Sussex County,51183870201,Census Tract 8702.01; Sussex County; Virginia,249.761118128384,2298,1030,795,369,30,229,450,102,549,80,461,0,0,1274,0,136,0,28,779,VA,Virginia,Sussex,3680,18.3,17.3,38.9,5,9.6,5.7,76.4,6.5,22.6,12.4,29.5,26.6,44.4,42.1,3.4,POINT (-77.22010934 36.93392894)
51,Virginia,VA,51183,Sussex County,51183870202,Census Tract 8702.02; Sussex County; Virginia,0.56172628623,567,0,0,0,0,0,179,0,14,0,0,0,0,384,0,0,0,0,567,VA,Virginia,Sussex,1082,25.6,22.8,31.8,1.8,8.6,2.9,70.4,3.8,27.8,7.8,19.8,26.2,46.6,47,2,POINT (-77.20231069 37.04588349)
51,Virginia,VA,51183,Sussex County,51183870300,Census Tract 8703; Sussex County; Virginia,46.734395735058,3354,1275,1077,600,138,248,408,365,578,852,462,76,23,2478,31,259,43,169,148,VA,Virginia,Sussex,2861,16.6,12.6,46.1,6.9,11.1,7.9,81.4,8.6,21,17,34.3,30.8,46.1,41.4,5,POINT (-77.08439446 37.04543557)
51,Virginia,VA,51183,Sussex County,51183870400,Census Tract 8704; Sussex County; Virginia,28.871595200138,1969,862,693,407,39,160,133,156,273,343,250,64,2,1234,14,135,20,81,12,VA,Virginia,Sussex,1767,16.1,13.1,44.8,6.9,11.1,7.8,80.5,8.9,22.1,16.2,34.5,30.2,45.2,41.1,4.8,POINT (-77.0030627 36.97547342)
51,Virginia,VA,51185,Tazewell County,51185020100,Census Tract 201; Tazewell County; Virginia,30.43478165701,2785,1286,798,512,13,172,393,111,526,409,418,72,4,300,20,277,0,75,941,VA,Virginia,Tazewell,3690,17.2,16.5,38,6.2,9.7,7.2,75.2,9,25,12.2,33.2,29.1,41.5,38.8,3.6,POINT (-81.38429671 37.27627843)
51,Virginia,VA,51185,Tazewell County,51185020200,Census Tract 202; Tazewell County; Virginia,16.508973640426,4682,2196,1959,1478,57,523,448,253,1050,976,862,340,1,658,97,244,14,313,298,VA,Virginia,Tazewell,5354,13.8,14.8,36.7,7.2,10.3,7.4,77.3,8.8,20.3,11.9,33.9,27.2,38,35.9,3.7,POINT (-81.31824944 37.25100793)
51,Virginia,VA,51185,Tazewell County,51185020301,Census Tract 203.01; Tazewell County; Virginia,50.58625585121,2757,1460,906,1367,125,115,412,227,440,509,589,41,16,437,0,554,0,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
